,0,avg_costxhour,costxhour,dif_timestamp,members,quantity,resource,role,roleID,role_ID,schedule
462,,7.0,,,['217'],1.0,,Role 463,,Role_463,
463,,3.0,,,['278'],1.0,,Role 464,,Role_464,
464,,17.0,,,['119'],1.0,,Role 465,,Role_465,
465,,2.0,,,['14'],1.0,,Role 466,,Role_466,
466,,19.0,,,['43'],1.0,,Role 467,,Role_467,
467,,2.0,,,['74'],1.0,,Role 468,,Role_468,
468,,18.0,,,['357'],1.0,,Role 469,,Role_469,
469,,3.0,,,['103'],1.0,,Role 470,,Role_470,
470,,4.0,,,['9'],1.0,,Role 471,,Role_471,
471,,1.0,,,['398'],1.0,,Role 472,,Role_472,
472,,4.0,,,['488'],1.0,,Role 473,,Role_473,
473,,6.0,,,['312'],1.0,,Role 474,,Role_474,
474,,16.0,,,['11'],1.0,,Role 475,,Role_475,
475,,2.0,,,['162'],1.0,,Role 476,,Role_476,
476,,10.0,,,['399'],1.0,,Role 477,,Role_477,
477,,5.0,,,['230'],1.0,,Role 478,,Role_478,
478,,18.0,,,['403'],1.0,,Role 479,,Role_479,
479,,5.0,,,['95'],1.0,,Role 480,,Role_480,
480,,13.0,,,['338'],1.0,,Role 481,,Role_481,
481,,5.0,,,['295'],1.0,,Role 482,,Role_482,
482,,11.0,,,['75'],1.0,,Role 483,,Role_483,
483,,16.0,,,['201'],1.0,,Role 484,,Role_484,
484,,10.0,,,['22'],1.0,,Role 485,,Role_485,
485,,11.0,,,['336'],1.0,,Role 486,,Role_486,
486,,7.0,,,['96'],1.0,,Role 487,,Role_487,
487,,3.0,,,['33'],1.0,,Role 488,,Role_488,
488,,17.0,,,['536'],1.0,,Role 489,,Role_489,
489,,10.0,,,['404'],1.0,,Role 490,,Role_490,
490,,8.0,,,['585'],1.0,,Role 491,,Role_491,
491,,7.0,,,['23'],1.0,,Role 492,,Role_492,
492,,7.0,,,['491'],1.0,,Role 493,,Role_493,
493,,2.0,,,['112'],1.0,,Role 494,,Role_494,
494,,20.0,,,['141'],1.0,,Role 495,,Role_495,
495,,14.0,,,['395'],1.0,,Role 496,,Role_496,
496,,4.0,,,['369'],1.0,,Role 497,,Role_497,
497,,11.0,,,['260'],1.0,,Role 498,,Role_498,
498,,4.0,,,['51'],1.0,,Role 499,,Role_499,
499,,20.0,,,['409'],1.0,,Role 500,,Role_500,
500,,16.0,,,['53'],1.0,,Role 501,,Role_501,
501,,12.0,,,['287'],1.0,,Role 502,,Role_502,
502,,2.0,,,['349'],1.0,,Role 503,,Role_503,
503,,14.0,,,['567'],1.0,,Role 504,,Role_504,
504,,7.0,,,['42'],1.0,,Role 505,,Role_505,
505,,13.0,,,['313'],1.0,,Role 506,,Role_506,
506,,4.0,,,['129'],1.0,,Role 507,,Role_507,
507,,3.0,,,['8'],1.0,,Role 508,,Role_508,
508,,18.0,,,['248'],1.0,,Role 509,,Role_509,
509,,18.0,,,['373'],1.0,,Role 510,,Role_510,
510,,5.0,,,['436'],1.0,,Role 511,,Role_511,
511,,3.0,,,['492'],1.0,,Role 512,,Role_512,
512,,2.0,,,['566'],1.0,,Role 513,,Role_513,
513,,16.0,,,['447'],1.0,,Role 514,,Role_514,
514,,3.0,,,['546'],1.0,,Role 515,,Role_515,
515,,11.0,,,['65'],1.0,,Role 516,,Role_516,
516,,13.0,,,['100'],1.0,,Role 517,,Role_517,
517,,3.0,,,['81'],1.0,,Role 518,,Role_518,
518,,13.0,,,['486'],1.0,,Role 519,,Role_519,
519,,6.0,,,['155'],1.0,,Role 520,,Role_520,
520,,19.0,,,['238'],1.0,,Role 521,,Role_521,
521,,15.0,,,['31'],1.0,,Role 522,,Role_522,
522,,12.0,,,['538'],1.0,,Role 523,,Role_523,
523,,6.0,,,['83'],1.0,,Role 524,,Role_524,
524,,8.0,,,['482'],1.0,,Role 525,,Role_525,
525,,4.0,,,['231'],1.0,,Role 526,,Role_526,
526,,4.0,,,['405'],1.0,,Role 527,,Role_527,
527,,9.0,,,['356'],1.0,,Role 528,,Role_528,
528,,2.0,,,['314'],1.0,,Role 529,,Role_529,
529,,16.0,,,['294'],1.0,,Role 530,,Role_530,
530,,18.0,,,['237'],1.0,,Role 531,,Role_531,
531,,20.0,,,['239'],1.0,,Role 532,,Role_532,
532,,14.0,,,['335'],1.0,,Role 533,,Role_533,
533,,4.0,,,['348'],1.0,,Role 534,,Role_534,
534,,10.0,,,['269'],1.0,,Role 535,,Role_535,
535,,7.0,,,['38'],1.0,,Role 536,,Role_536,
536,,8.0,,,['212'],1.0,,Role 537,,Role_537,
537,,8.0,,,['150'],1.0,,Role 538,,Role_538,
538,,4.0,,,['597'],1.0,,Role 539,,Role_539,
539,,12.0,,,['428'],1.0,,Role 540,,Role_540,
540,,20.0,,,['181'],1.0,,Role 541,,Role_541,
541,,9.0,,,['174'],1.0,,Role 542,,Role_542,
542,,3.0,,,['443'],1.0,,Role 543,,Role_543,
543,,5.0,,,['469'],1.0,,Role 544,,Role_544,
544,,1.0,,,['477'],1.0,,Role 545,,Role_545,
545,,20.0,,,['329'],1.0,,Role 546,,Role_546,
546,,18.0,,,['439'],1.0,,Role 547,,Role_547,
547,,2.0,,,['590'],1.0,,Role 548,,Role_548,
548,,3.0,,,['60'],1.0,,Role 549,,Role_549,
549,,18.0,,,['321'],1.0,,Role 550,,Role_550,
550,,14.0,,,['160'],1.0,,Role 551,,Role_551,
551,,13.0,,,['277'],1.0,,Role 552,,Role_552,
552,,18.0,,,['140'],1.0,,Role 553,,Role_553,
553,,11.0,,,['215'],1.0,,Role 554,,Role_554,
554,,6.0,,,['570'],1.0,,Role 555,,Role_555,
555,,13.0,,,['495'],1.0,,Role 556,,Role_556,
556,,1.0,,,['490'],1.0,,Role 557,,Role_557,
557,,10.0,,,['414'],1.0,,Role 558,,Role_558,
558,,18.0,,,['104'],1.0,,Role 559,,Role_559,
559,,2.0,,,['378'],1.0,,Role 560,,Role_560,
560,,9.0,,,['599'],1.0,,Role 561,,Role_561,
561,,18.0,,,['121'],1.0,,Role 562,,Role_562,
562,,20.0,,,['514'],1.0,,Role 563,,Role_563,
563,,1.0,,,['518'],1.0,,Role 564,,Role_564,
564,,15.0,,,['145'],1.0,,Role 565,,Role_565,
565,,18.0,,,['388'],1.0,,Role 566,,Role_566,
566,,2.0,,,['350'],1.0,,Role 567,,Role_567,
567,,6.0,,,['19'],1.0,,Role 568,,Role_568,
568,,1.0,,,['553'],1.0,,Role 569,,Role_569,
569,,2.0,,,['463'],1.0,,Role 570,,Role_570,
570,,9.0,,,['339'],1.0,,Role 571,,Role_571,
571,,7.0,,,['483'],1.0,,Role 572,,Role_572,
572,,11.0,,,['165'],1.0,,Role 573,,Role_573,
573,,6.0,,,['232'],1.0,,Role 574,,Role_574,
574,,15.0,,,['242'],1.0,,Role 575,,Role_575,
575,,7.0,,,['466'],1.0,,Role 576,,Role_576,
576,,11.0,,,['37'],1.0,,Role 577,,Role_577,
577,,7.0,,,['66'],1.0,,Role 578,,Role_578,
578,,14.0,,,['582'],1.0,,Role 579,,Role_579,
579,,9.0,,,['125'],1.0,,Role 580,,Role_580,
580,,7.0,,,['327'],1.0,,Role 581,,Role_581,
581,,16.0,,,['17'],1.0,,Role 582,,Role_582,
582,,7.0,,,['523'],1.0,,Role 583,,Role_583,
583,,1.0,,,['205'],1.0,,Role 584,,Role_584,
584,,4.0,,,['556'],1.0,,Role 585,,Role_585,
585,,4.0,,,['400'],1.0,,Role 586,,Role_586,
586,,2.0,,,['222'],1.0,,Role 587,,Role_587,
587,,2.0,,,['108'],1.0,,Role 588,,Role_588,
588,,10.0,,,['394'],1.0,,Role 589,,Role_589,
589,,12.0,,,['88'],1.0,,Role 590,,Role_590,
590,,12.0,,,['494'],1.0,,Role 591,,Role_591,
591,,16.0,,,['489'],1.0,,Role 592,,Role_592,
592,,1.0,,,['170'],1.0,,Role 593,,Role_593,
593,,10.0,,,['501'],1.0,,Role 594,,Role_594,
594,,7.0,,,['540'],1.0,,Role 595,,Role_595,
595,,17.0,,,['146'],1.0,,Role 596,,Role_596,
596,,20.0,,,['220'],1.0,,Role 597,,Role_597,
597,,20.0,,,['27'],1.0,,Role 598,,Role_598,
598,,17.0,,,['35'],1.0,,Role 599,,Role_599,
599,,9.0,,,['279'],1.0,,Role 600,,Role_600,
600,,2.0,,,['543'],1.0,,Role 601,,Role_601,
601,,18.0,,,['610'],1.0,,Role 602,,Role_602,
602,,18.0,,,['130'],1.0,,Role 603,,Role_603,
603,,7.0,,,['90'],1.0,,Role 604,,Role_604,
604,,8.0,,,['309'],1.0,,Role 605,,Role_605,
605,,6.0,,,['310'],1.0,,Role 606,,Role_606,
606,,5.0,,,['157'],1.0,,Role 607,,Role_607,
607,,5.0,,,['106'],1.0,,Role 608,,Role_608,
608,,1.0,,,['354'],1.0,,Role 609,,Role_609,
609,,11.0,,,['485'],1.0,,Role 610,,Role_610,
610,,19.0,,,['227'],1.0,,Role 611,,Role_611,
611,,6.0,,,['297'],1.0,,Role 612,,Role_612,
612,,15.0,,,['453'],1.0,,Role 613,,Role_613,
613,,1.0,,,['284'],1.0,,Role 614,,Role_614,
614,,5.0,,,['417'],1.0,,Role 615,,Role_615,
615,,19.0,,,['307'],1.0,,Role 616,,Role_616,
616,,12.0,,,['105'],1.0,,Role 617,,Role_617,
0,,19.0,19.0,254.0,,,525,Role 1,Role_1,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
1,,3.0,3.0,0.0,,,393,Role 2,Role_2,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
2,,8.0,8.0,1687.0,,,444,Role 3,Role_3,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
3,,6.0,6.0,795.0,,,558,Role 4,Role_4,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
4,,4.0,4.0,0.0,,,219,Role 5,Role_5,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
5,,2.0,2.0,788.0,,,2,Role 6,Role_6,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
6,,19.0,19.0,0.0,,,340,Role 7,Role_7,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
7,,16.0,16.0,19278.0,,,13,Role 8,Role_8,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
8,,7.0,7.0,3712.0,,,449,Role 9,Role_9,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
9,,12.0,12.0,0.0,,,362,Role 10,Role_10,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
10,,3.0,3.0,0.0,,,601,Role 11,Role_11,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
11,,5.0,5.0,959.0,,,218,Role 12,Role_12,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
12,,14.0,14.0,0.0,,,142,Role 13,Role_13,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
13,,9.0,9.0,178.0,,,602,Role 14,Role_14,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
14,,2.0,2.0,0.0,,,493,Role 15,Role_15,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
15,,8.0,8.0,4172.0,,,149,Role 16,Role_16,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
16,,17.0,17.0,380.0,,,250,Role 17,Role_17,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
17,,8.0,8.0,3160.0,,,616,Role 18,Role_18,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
18,,20.0,20.0,1071.0,,,286,Role 19,Role_19,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
19,,2.0,2.0,672.0,,,153,Role 20,Role_20,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
20,,12.0,12.0,0.0,,,62,Role 21,Role_21,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
21,,6.0,6.0,694.0,,,535,Role 22,Role_22,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
22,,8.0,8.0,14689.0,,,10,Role 23,Role_23,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
23,,20.0,20.0,355.0,,,371,Role 24,Role_24,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
24,,4.0,4.0,16153.0,,,291,Role 25,Role_25,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
25,,10.0,10.0,372.0,,,261,Role 26,Role_26,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
26,,15.0,15.0,15267.0,,,68,Role 27,Role_27,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
27,,16.0,16.0,0.0,,,554,Role 28,Role_28,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
28,,10.0,10.0,633.0,,,474,Role 29,Role_29,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
29,,2.0,2.0,2091.0,,,252,Role 30,Role_30,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
30,,5.0,5.0,8414.0,,,132,Role 31,Role_31,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
31,,15.0,15.0,0.0,,,471,Role 32,Role_32,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
32,,11.0,11.0,2269.0,,,280,Role 33,Role_33,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
33,,12.0,12.0,39141.0,,,7,Role 34,Role_34,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
34,,7.0,7.0,38.0,,,175,Role 35,Role_35,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
35,,4.0,4.0,0.0,,,508,Role 36,Role_36,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
36,,19.0,19.0,19276.0,,,55,Role 37,Role_37,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
37,,10.0,10.0,178.0,,,300,Role 38,Role_38,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
38,,8.0,8.0,1393.0,,,375,Role 39,Role_39,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
39,,8.0,8.0,268.0,,,437,Role 40,Role_40,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
40,,9.0,9.0,38408.0,,,28,Role 41,Role_41,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
41,,17.0,17.0,1151.0,,,507,Role 42,Role_42,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
42,,4.0,4.0,223.0,,,529,Role 43,Role_43,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
43,,15.0,15.0,706.0,,,547,Role 44,Role_44,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
44,,14.0,14.0,2303.0,,,234,Role 45,Role_45,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
45,,19.0,19.0,686.0,,,446,Role 46,Role_46,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
46,,18.0,18.0,7545.0,,,24,Role 47,Role_47,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
47,,5.0,5.0,1504.0,,,480,Role 48,Role_48,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
48,,20.0,20.0,15991.0,,,450,Role 49,Role_49,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
49,,18.0,18.0,0.0,,,266,Role 50,Role_50,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
50,,9.0,9.0,655.0,,,537,Role 51,Role_51,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
51,,13.0,13.0,6129.0,,,47,Role 52,Role_52,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
52,,17.0,17.0,0.0,,,131,Role 53,Role_53,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
53,,3.0,3.0,14579.0,,,122,Role 54,Role_54,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
54,,2.0,2.0,0.0,,,360,Role 55,Role_55,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
55,,9.0,9.0,0.0,,,561,Role 56,Role_56,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
56,,13.0,13.0,0.0,,,118,Role 57,Role_57,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
57,,20.0,20.0,0.0,,,505,Role 58,Role_58,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
58,,11.0,11.0,478.0,,,402,Role 59,Role_59,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
59,,7.0,7.0,776.0,,,406,Role 60,Role_60,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
60,,7.0,7.0,20792.0,,,283,Role 61,Role_61,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
61,,7.0,7.0,428.0,,,36,Role 62,Role_62,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
62,,3.0,3.0,330.0,,,511,Role 63,Role_63,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
63,,6.0,6.0,29511.0,,,208,Role 64,Role_64,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
64,,11.0,11.0,0.0,,,331,Role 65,Role_65,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
65,,3.0,3.0,0.0,,,323,Role 66,Role_66,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
66,,14.0,14.0,11855.0,,,158,Role 67,Role_67,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
67,,20.0,20.0,6669.0,,,56,Role 68,Role_68,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
68,,6.0,6.0,10054.0,,,44,Role 69,Role_69,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
69,,12.0,12.0,4165.0,,,168,Role 70,Role_70,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
70,,11.0,11.0,29960.0,,,86,Role 71,Role_71,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
71,,14.0,14.0,14419.0,,,115,Role 72,Role_72,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
72,,2.0,2.0,301.0,,,383,Role 73,Role_73,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
73,,11.0,11.0,0.0,,,67,Role 74,Role_74,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
74,,19.0,19.0,0.0,,,382,Role 75,Role_75,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
75,,6.0,6.0,259.0,,,521,Role 76,Role_76,,"{'work_days': [1, 1, 1, 1, 1, 0, 0], 'start_hour': datetime.datetime(1900, 1, 1, 9, 0), 'end_hour': datetime.datetime(1900, 1, 1, 17, 0)}"
